transaction_id,date,amount_raw,amount,operation_raw,operation_type,direction,details,Мерчант,user_id,category
1231,2026-01-24,"+ 600,00 ₸",600.0,Пополнение,topup,credit,Айгуль М.,,user_560,Связь
1232,2026-01-24,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Арман Қ.,,user_966,Образование
1233,2026-01-24,"- 15 000,00 ₸",15000.0,Перевод,transfer,credit,Айгуль М.,,user_809,Связь
1234,2026-01-24,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Санжар Ш.,,user_521,Транспорт
1235,2026-01-24,"+ 15 000,00 ₸",15000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Образование
1236,2026-01-24,"- 2 200,00 ₸",2200.0,Перевод,transfer,credit,Tursunboy Y.,,user_777,Коммуналка
1237,2026-01-24,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Рестораны
1238,2026-01-24,"- 200,00 ₸",200.0,Покупка,purchase,credit,Аппарат самообслуживания,,user_379,Электроника
1239,2026-01-24,"- 200,00 ₸",200.0,Покупка,purchase,credit,Аппарат самообслуживания,,user_665,Дети
1240,2026-01-24,"- 600,00 ₸",600.0,Покупка,purchase,credit,Аппарат самообслуживания,,user_777,Красота
1241,2026-01-24,"- 4 000,00 ₸",4000.0,Покупка,purchase,credit,Activ,,user_347,Транспорт
1242,2026-01-24,"- 580,00 ₸",580.0,Перевод,transfer,credit,Канат Н.,,user_809,Инвестиции
1243,2026-01-23,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Нурулла А.,,user_809,Штрафы
1244,2026-01-22,"- 140,00 ₸",140.0,Перевод,transfer,credit,Чингиз Б.,,user_966,Аренда
1245,2026-01-22,"- 1 120,00 ₸",1120.0,Перевод,transfer,credit,Əсел Б.,,user_777,Такси
1246,2026-01-22,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_471,Штрафы
1247,2026-01-22,"- 140,00 ₸",140.0,Перевод,transfer,credit,Чингиз Б.,,user_347,Коммуналка
1248,2026-01-22,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Рестораны
1249,2026-01-21,"- 380,00 ₸",380.0,Покупка,purchase,credit,All city,,user_665,Связь
1250,2026-01-21,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Гулзира Б.,,user_560,Транспорт
1251,2026-01-21,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Одежда
1252,2026-01-21,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_347,Продукты
1253,2026-01-21,"- 800,00 ₸",800.0,Перевод,transfer,credit,Аскар Ж.,,user_777,Авто
1254,2026-01-21,"+ 1 000,00 ₸",1000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Страхование
1255,2026-01-20,"- 1 650,00 ₸",1650.0,Перевод,transfer,credit,Майгуль Б.,,user_966,Такси
1256,2026-01-20,"- 160,00 ₸",160.0,Покупка,purchase,credit,Султанмаркет,,user_471,Одежда
1257,2026-01-20,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Санжар Ш.,,user_347,Образование
1258,2026-01-20,"- 1 400,00 ₸",1400.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_809,Спорт
1259,2026-01-20,"+ 3 000,00 ₸",3000.0,Пополнение,topup,credit,С карты другого банка,,user_304,Продукты
1260,2026-01-20,"+ 999,99 ₸",999.99,Пополнение,topup,credit,Данил Г.,,user_471,Авто
1261,2026-01-20,"+ 1 111,00 ₸",1111.0,Пополнение,topup,credit,Алихан К.,,user_471,Электроника
1262,2026-01-19,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_560,Штрафы
1263,2026-01-19,"- 650,00 ₸",650.0,Покупка,purchase,credit,Аламан,,user_304,Ремонт
1264,2026-01-18,"- 540,00 ₸",540.0,Перевод,transfer,credit,Аңсаған Қ.,,user_471,Электроника
1265,2026-01-17,"- 200,00 ₸",200.0,Перевод,transfer,credit,Руслан С.,,user_665,Электроника
1266,2026-01-17,"- 660,00 ₸",660.0,Перевод,transfer,credit,Нұрлан Қ.,,user_809,Ремонт
1267,2026-01-17,"- 440,00 ₸",440.0,Перевод,transfer,credit,Елдос И.,,user_471,Кредиты
1268,2026-01-17,"- 1 120,00 ₸",1120.0,Перевод,transfer,credit,Əсел Б.,,user_809,Инвестиции
1269,2026-01-17,"- 410,00 ₸",410.0,Перевод,transfer,credit,Гүлбану А.,,user_966,Медицина
1270,2026-01-17,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Ремонт
1271,2026-01-16,"- 3 000,00 ₸",3000.0,Перевод,transfer,credit,Данил Г.,,user_347,Спорт
1272,2026-01-16,"- 3 600,00 ₸",3600.0,Перевод,transfer,credit,Нұржан Т.,,user_966,Связь
1273,2026-01-16,"+ 1 700,00 ₸",1700.0,Пополнение,topup,credit,Руслан С.,,user_809,Штрафы
1274,2026-01-16,"- 900,00 ₸",900.0,Перевод,transfer,credit,Гани Т.,,user_471,Транспорт
1275,2026-01-16,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Алдияр Б.,,user_304,Страхование
1276,2026-01-16,"+ 1 000,00 ₸",1000.0,Пополнение,topup,credit,Санжар Ш.,,user_809,Страхование
1277,2026-01-16,"- 900,00 ₸",900.0,Перевод,transfer,credit,Ернар П.,,user_471,Дети
1278,2026-01-16,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Индира Қ.,,user_521,Продукты
1279,2026-01-16,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Развлечения
1280,2026-01-16,"- 550,00 ₸",550.0,Перевод,transfer,credit,Камран Л.,,user_665,Питомцы
1281,2026-01-16,"- 100,00 ₸",100.0,Перевод,transfer,credit,Мəлік Б.,,user_665,Дети
1282,2026-01-16,"- 560,00 ₸",560.0,Покупка,purchase,credit,Алтый,,user_379,Кредиты
1283,2026-01-15,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Чингиз Б.,,user_379,Коммуналка
1284,2026-01-15,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Медицина
1285,2026-01-15,"- 20 000,00 ₸",20000.0,Перевод,transfer,credit,Чингиз Б.,,user_560,Подписки
1286,2026-01-15,"+ 20 000,00 ₸",20000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Коммуналка
1287,2026-01-15,"- 750,00 ₸",750.0,Перевод,transfer,credit,Марсель А.,,user_665,Одежда
1288,2026-01-15,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Электроника
1289,2026-01-15,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_560,Страхование
1290,2026-01-15,"- 100 000,00 ₸",100000.0,Снятие,other,credit,Банкомат Food Market,,user_777,Связь
1291,2026-01-15,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_347,Медицина
1292,2026-01-15,"+ 100 000,00 ₸",100000.0,Пополнение,topup,credit,С карты другого банка,,user_809,Коммуналка
1293,2026-01-15,"- 500,00 ₸",500.0,Перевод,transfer,credit,Ашим А.,,user_560,Образование
1294,2026-01-15,"- 800,00 ₸",800.0,Перевод,transfer,credit,Акмарал С.,,user_304,Подарки
1295,2026-01-15,"- 800,00 ₸",800.0,Перевод,transfer,credit,Бексұлтан Т.,,user_379,Продукты
1296,2026-01-15,"- 3 180,00 ₸",3180.0,Покупка,purchase,credit,ИП ӨСКЕНБАЙ БИГЕЛДІ МЫРЗАНҰЛЫ,,user_809,Аренда
1297,2026-01-15,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Развлечения
1298,2026-01-15,"- 720,00 ₸",720.0,Перевод,transfer,credit,Сергей Ш.,,user_379,Дети
1299,2026-01-14,"- 1 250,00 ₸",1250.0,Перевод,transfer,credit,Акмарал С.,,user_521,Медицина
1300,2026-01-14,"- 750,00 ₸",750.0,Перевод,transfer,credit,Менлисбай Б.,,user_521,Дети
1301,2026-01-14,"+ 720,00 ₸",720.0,Пополнение,topup,credit,Эльдар Р.,,user_665,Дети
1302,2026-01-14,"- 700,00 ₸",700.0,Перевод,transfer,credit,Эльдар Р.,,user_379,Красота
1303,2026-01-14,"- 85,00 ₸",85.0,Покупка,purchase,credit,Билет AlemPay. Оплата проезда,,user_379,Такси
1304,2026-01-14,"- 540,00 ₸",540.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Продукты
1305,2026-01-14,"- 540,00 ₸",540.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Одежда
1306,2026-01-14,"- 3 657,00 ₸",3657.0,Покупка,purchase,credit,Global Coffe,,user_966,Подарки
1307,2026-01-14,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Развлечения
1308,2026-01-13,"- 990,00 ₸",990.0,Покупка,purchase,credit,ИП ТОМИРИС,,user_471,Рестораны
1309,2026-01-13,"- 450,00 ₸",450.0,Перевод,transfer,credit,Айгуль С.,,user_665,Развлечения
1310,2026-01-13,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Нұрдаулет Б.,,user_471,Кредиты
1311,2026-01-13,"- 3 000,00 ₸",3000.0,Покупка,purchase,credit,Newcastle barbershop,,user_304,Страхование
1312,2026-01-13,"- 200,00 ₸",200.0,Покупка,purchase,credit,Автомойка самообслуживания,,user_347,Такси
1313,2026-01-13,"- 500,00 ₸",500.0,Покупка,purchase,credit,Автомойка самообслуживания,,user_347,Авто
1314,2026-01-13,"- 1 350,00 ₸",1350.0,Покупка,purchase,credit,Султанмаркет,,user_560,Спорт
1315,2026-01-13,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Связь
1316,2026-01-13,"- 980,00 ₸",980.0,Перевод,transfer,credit,Гүлмира Ш.,,user_521,Ремонт
1317,2026-01-13,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Санжар Ш.,,user_347,Аренда
1318,2026-01-12,"- 499,00 ₸",499.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_560,Подписки
1319,2026-01-12,"- 299,00 ₸",299.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_304,Электроника
1320,2026-01-12,"- 4 200,00 ₸",4200.0,Покупка,purchase,credit,Altel,,user_379,Кредиты
1321,2026-01-12,"- 800,00 ₸",800.0,Перевод,transfer,credit,Амангелді А.,,user_560,Образование
1322,2026-01-12,"+ 1 111,00 ₸",1111.0,Пополнение,topup,credit,Индира Қ.,,user_347,Ремонт
1323,2026-01-12,"- 1 111,00 ₸",1111.0,Перевод,transfer,credit,Индира Қ.,,user_521,Страхование
1324,2026-01-12,"+ 5 555,00 ₸",5555.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Продукты
1325,2026-01-12,"- 65 422,00 ₸",65422.0,Перевод на свой счет,other,credit,Оплата Kaspi Кредита,,user_665,Коммуналка
1326,2026-01-12,"+ 65 000,00 ₸",65000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Рестораны
1327,2026-01-12,"- 7 049,00 ₸",7049.0,Покупка,purchase,credit,ИП БЕРИК,,user_777,Кредиты
1328,2026-01-12,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Данил Г.,,user_521,Одежда
1329,2026-01-11,"- 140,00 ₸",140.0,Перевод,transfer,credit,Майгуль Б.,,user_379,Авто
1330,2026-01-11,"- 2 222,00 ₸",2222.0,Перевод,transfer,credit,Руслан С.,,user_777,Спорт
1331,2026-01-11,"+ 7 500,00 ₸",7500.0,Пополнение,topup,credit,Алдияр Ж.,,user_521,Развлечения
1332,2026-01-11,"- 150,00 ₸",150.0,Покупка,purchase,credit,Султанмаркет,,user_966,Штрафы
1333,2026-01-11,"- 600,00 ₸",600.0,Покупка,purchase,credit,магазин бакдаулет,,user_379,Подписки
1334,2026-01-10,"- 1 111,00 ₸",1111.0,Перевод,transfer,credit,Руслан С.,,user_521,Продукты
1335,2026-01-10,"- 200,00 ₸",200.0,Покупка,purchase,credit,Автомойка самообслуживания,,user_521,Красота
1336,2026-01-10,"- 750,00 ₸",750.0,Покупка,purchase,credit,Султанмаркет,,user_665,Дети
1337,2026-01-10,"+ 7 500,00 ₸",7500.0,Пополнение,topup,credit,Санджар Е.,,user_966,Красота
1338,2026-01-10,"- 2 500,00 ₸",2500.0,Покупка,purchase,credit,Tele2,,user_521,Красота
1339,2026-01-09,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Индира Қ.,,user_966,Подарки
1340,2026-01-09,"- 60 000,00 ₸",60000.0,Снятие,other,credit,Банкомат Kyzylorda Optomarket,,user_304,Одежда
1341,2026-01-09,"+ 60 000,00 ₸",60000.0,Пополнение,topup,credit,Данил Г.,,user_966,Рестораны
1342,2026-01-09,"- 300,00 ₸",300.0,Покупка,purchase,credit,Аппарат самообслуживания,,user_471,Кредиты
1343,2026-01-09,"- 1 111,00 ₸",1111.0,Покупка,purchase,credit,Садака в мечети,,user_379,Медицина
1344,2026-01-09,"- 600,00 ₸",600.0,Покупка,purchase,credit,Султанмаркет,,user_665,Коммуналка
1345,2026-01-09,"- 1 160,00 ₸",1160.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Подарки
1346,2026-01-09,"- 720,00 ₸",720.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Медицина
1347,2026-01-09,"- 850,00 ₸",850.0,Покупка,purchase,credit,"ТОО ""ПОРТАЛ""",,user_665,Развлечения
1348,2026-01-08,"- 3 400,00 ₸",3400.0,Перевод,transfer,credit,Абдугаффар О.,,user_521,Продукты
1349,2026-01-08,"- 570,00 ₸",570.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Ремонт
1350,2026-01-08,"- 223,00 ₸",223.0,Перевод,transfer,credit,Қаршыға М.,,user_966,Медицина
1351,2026-01-08,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Айсұлтан М.,,user_471,Рестораны
1352,2026-01-08,"- 777,00 ₸",777.0,Перевод,transfer,credit,Қаршыға М.,,user_560,Транспорт
1353,2026-01-08,"+ 15 000,00 ₸",15000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Авто
1354,2026-01-08,"+ 11 000,00 ₸",11000.0,Пополнение,topup,credit,Айзада М.,,user_347,Развлечения
1355,2026-01-08,"- 11 000,00 ₸",11000.0,Перевод,transfer,credit,Айзада М.,,user_560,Дети
1356,2026-01-07,"- 1 150,00 ₸",1150.0,Покупка,purchase,credit,YANDEX.GO,,user_560,Транспорт
1357,2026-01-07,"+ 5 000,00 ₸",5000.0,Пополнение,topup,credit,В Kaspi Терминале,,user_966,Аренда
1358,2026-01-07,"- 1 810,00 ₸",1810.0,Покупка,purchase,credit,YANDEX.GO,,user_665,Штрафы
1359,2026-01-06,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Аружан Ə.,,user_521,Развлечения
1360,2026-01-06,"+ 3 000,00 ₸",3000.0,Пополнение,topup,credit,Ақжан И.,,user_966,Кредиты
1361,2026-01-06,"+ 500,00 ₸",500.0,Пополнение,topup,credit,Аружан Ə.,,user_521,Дети
1362,2026-01-06,"+ 3 000,00 ₸",3000.0,Пополнение,topup,credit,Дияр А.,,user_809,Связь
1363,2026-01-06,"- 1 550,00 ₸",1550.0,Покупка,purchase,credit,YANDEX.GO,,user_304,Подарки
1364,2026-01-06,"- 850,00 ₸",850.0,Покупка,purchase,credit,ИП СЕРКЕШБАЕВ,,user_347,Дети
1365,2026-01-06,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Санжар Ш.,,user_304,Рестораны
1366,2026-01-06,"- 1 900,00 ₸",1900.0,Покупка,purchase,credit,YANDEX.GO,,user_966,Путешествия
1367,2026-01-06,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Рестораны
1368,2026-01-06,"- 6 000,00 ₸",6000.0,Перевод,transfer,credit,Ахан Д.,,user_347,Питомцы
1369,2026-01-05,"- 1 950,00 ₸",1950.0,Покупка,purchase,credit,YANDEX.GO,,user_560,Транспорт
1370,2026-01-05,"- 910,00 ₸",910.0,Покупка,purchase,credit,ИП СЕРКЕШБАЕВ,,user_777,Путешествия
1371,2026-01-03,"+ 3 000,00 ₸",3000.0,Пополнение,topup,credit,Алдияр Б.,,user_471,Одежда
1372,2026-01-02,"- 3 000,00 ₸",3000.0,Перевод,transfer,credit,Алдияр Б.,,user_379,Связь
1373,2026-01-02,"+ 7 000,00 ₸",7000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Авто
1374,2026-01-02,"- 2 500,00 ₸",2500.0,Перевод,transfer,credit,Нурулла А.,,user_665,Образование
1375,2026-01-02,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Санжар Ш.,,user_966,Ремонт
1376,2026-01-01,"- 2 500,00 ₸",2500.0,Перевод,transfer,credit,Талғат Т.,,user_560,Транспорт
1377,2026-01-01,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Талғат Т.,,user_966,Электроника
1378,2026-01-01,"+ 5 000,00 ₸",5000.0,Пополнение,topup,credit,С карты другого банка,,user_665,Подарки
1379,2026-01-01,"- 1 500,00 ₸",1500.0,Покупка,purchase,credit,YANDEX.GO,,user_304,Транспорт
1380,2025-12-31,"- 3 477,00 ₸",3477.0,Перевод,transfer,credit,Мадияр А.,,user_347,Питомцы
1381,2025-12-31,"- 2 110,00 ₸",2110.0,Покупка,purchase,credit,YANDEX.GO,,user_777,Ремонт
1382,2025-12-31,"- 3 400,00 ₸",3400.0,Покупка,purchase,credit,YANDEX.GO,,user_521,Дети
1383,2025-12-31,"+ 11 249,00 ₸",11249.0,Пополнение,topup,credit,Айдана Б.,,user_560,Электроника
1384,2025-12-31,"- 1 970,00 ₸",1970.0,Покупка,purchase,credit,YANDEX.GO,,user_347,Транспорт
1385,2025-12-30,"- 11 249,00 ₸",11249.0,Покупка,purchase,credit,YANDEX.EDA,,user_347,Одежда
1386,2025-12-30,"- 1 250,00 ₸",1250.0,Перевод,transfer,credit,Ниетхан С.,,user_560,Страхование
1387,2025-12-30,"- 200,00 ₸",200.0,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_809,Страхование
1388,2025-12-30,"- 12 500,00 ₸",12500.0,Перевод,transfer,credit,На карту Freedom Finance Bank*0684,,user_347,Кредиты
1389,2025-12-30,"+ 30 000,00 ₸",30000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Транспорт
1390,2025-12-30,"- 2 105,00 ₸",2105.0,Покупка,purchase,credit,Добрая Аптека,,user_809,Путешествия
1391,2025-12-30,"- 1 400,00 ₸",1400.0,Перевод,transfer,credit,Нұрасыл Р.,,user_471,Инвестиции
1392,2025-12-29,"- 2 074,84 ₸ (- 4,08 USD)",,Покупка,purchase,debit,"GITHUB, INC.",,user_304,Транспорт
1393,2025-12-29,"- 2 600,00 ₸",2600.0,Перевод,transfer,credit,Еңлік Б.,,user_304,Подарки
1394,2025-12-29,"- 200,00 ₸",200.0,Покупка,purchase,credit,"ИП ИП""СЕЙТБЕКОВ""",,user_966,Питомцы
1395,2025-12-28,"- 3 300,00 ₸",3300.0,Покупка,purchase,credit,"ИП ИП""СЕЙТБЕКОВ""",,user_966,Подписки
1396,2025-12-28,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Санжар Ш.,,user_809,Авто
1397,2025-12-28,"- 1 150,00 ₸",1150.0,Перевод,transfer,credit,Tursunoy Bakhtiyarovna D.,,user_471,Аренда
1398,2025-12-28,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Ремонт
1399,2025-12-28,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_347,Ремонт
1400,2025-12-28,"- 500,00 ₸",500.0,Покупка,purchase,credit,Tele2,,user_521,Штрафы
1401,2025-12-28,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Санжар Ш.,,user_665,Такси
1402,2025-12-28,"- 500,00 ₸",500.0,Перевод,transfer,credit,Амир К.,,user_471,Подписки
1403,2025-12-28,"- 550,00 ₸",550.0,Покупка,purchase,credit,Мини маркет Ажар,,user_809,Авто
1404,2025-12-28,"- 160,00 ₸",160.0,Покупка,purchase,credit,Мини маркет Ажар,,user_665,Транспорт
1405,2025-12-27,"- 660,00 ₸",660.0,Перевод,transfer,credit,Даурен А.,,user_560,Штрафы
1406,2025-12-27,"- 1 100,00 ₸",1100.0,Перевод,transfer,credit,Диас Б.,,user_777,Продукты
1407,2025-12-27,"- 3 000,00 ₸",3000.0,Перевод,transfer,credit,Даурен А.,,user_521,Инвестиции
1408,2025-12-27,"- 470,00 ₸",470.0,Перевод,transfer,credit,Даурен А.,,user_521,Авто
1409,2025-12-27,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Санжар Ш.,,user_379,Путешествия
1410,2025-12-27,"- 1 180,00 ₸",1180.0,Покупка,purchase,credit,Мини маркет Ажар,,user_966,Путешествия
1411,2025-12-27,"+ 4 000,00 ₸",4000.0,Пополнение,topup,credit,Балымша О.,,user_471,Одежда
1412,2025-12-27,"- 1 750,00 ₸",1750.0,Перевод,transfer,credit,Амир К.,,user_966,Образование
1413,2025-12-27,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_304,Штрафы
1414,2025-12-26,"- 1 600,00 ₸",1600.0,Покупка,purchase,credit,YANDEX.GO,,user_966,Подарки
1415,2025-12-26,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_347,Штрафы
1416,2025-12-26,"- 3 465,00 ₸",3465.0,Покупка,purchase,credit,YANDEX.EDA,,user_347,Медицина
1417,2025-12-26,"- 2 820,00 ₸",2820.0,Перевод,transfer,credit,Алмас М.,,user_665,Транспорт
1418,2025-12-25,"+ 2 700,00 ₸",2700.0,Пополнение,topup,credit,Санжар Ш.,,user_809,Инвестиции
1419,2025-12-25,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_471,Электроника
1420,2025-12-25,"- 1 300,00 ₸",1300.0,Перевод,transfer,credit,Акмарал М.,,user_471,Такси
1421,2025-12-25,"- 6 400,00 ₸",6400.0,Перевод,transfer,credit,Ерсұлтан А.,,user_347,Транспорт
1422,2025-12-25,"- 2 600,00 ₸",2600.0,Перевод,transfer,credit,Ерсұлтан А.,,user_809,Подписки
1423,2025-12-25,"- 1 120,00 ₸",1120.0,Покупка,purchase,credit,Naby A,,user_665,Продукты
1424,2025-12-25,"+ 600,00 ₸",600.0,Пополнение,topup,credit,Санжар Ш.,,user_304,Инвестиции
1425,2025-12-25,"- 300,00 ₸",300.0,Перевод,transfer,credit,Санжар Ш.,,user_379,Связь
1426,2025-12-24,"- 3 000,00 ₸",3000.0,Покупка,purchase,credit,Bro Aport,,user_521,Связь
1427,2025-12-24,"- 550,00 ₸",550.0,Перевод,transfer,credit,Досымжан Т.,,user_379,Медицина
1428,2025-12-24,"- 600,00 ₸",600.0,Перевод,transfer,credit,Досымжан Т.,,user_347,Связь
1429,2025-12-24,"- 500,00 ₸",500.0,Перевод,transfer,credit,Бауыржан К.,,user_379,Питомцы
1430,2025-12-24,"- 260,00 ₸",260.0,Покупка,purchase,credit,ТОО Ас Тайм,,user_521,Связь
1431,2025-12-24,"- 2 500,00 ₸",2500.0,Покупка,purchase,credit,ТОО Ас Тайм,,user_304,Рестораны
1432,2025-12-24,"- 50 000,00 ₸",50000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_777,Связь
1433,2025-12-24,"- 790,00 ₸",790.0,Покупка,purchase,credit,ТОО Ас Тайм,,user_560,Рестораны
1434,2025-12-24,"+ 53 015,00 ₸",53015.0,Пополнение,topup,credit,Айдана Б.,,user_665,Рестораны
1435,2025-12-24,"- 365,75 ₸",365.75,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_966,Дети
1436,2025-12-24,"- 38 500,00 ₸",38500.0,Перевод,transfer,credit,На карту Freedom Finance Bank*0684,,user_521,Продукты
1437,2025-12-24,"+ 49 000,00 ₸",49000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Красота
1438,2025-12-24,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Нұргүл К.,,user_304,Аренда
1439,2025-12-24,"+ 19 049,00 ₸",19049.0,Покупка,purchase,credit,ТОО Kaspi Travel,,user_347,Страхование
1440,2025-12-24,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_379,Инвестиции
1441,2025-12-24,"- 1 250,00 ₸",1250.0,Покупка,purchase,credit,ИП АБЫРОЙ,,user_560,Спорт
1442,2025-12-24,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Мейрамбек М.,,user_304,Транспорт
1443,2025-12-24,"- 1 100,00 ₸",1100.0,Покупка,purchase,credit,ИП Акниет,,user_809,Кредиты
1444,2025-12-24,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Əнуар М.,,user_777,Связь
1445,2025-12-23,"- 600,00 ₸",600.0,Покупка,purchase,credit,ИП Кавалеров ВВ,,user_521,Спорт
1446,2025-12-23,"+ 6 000,00 ₸",6000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Страхование
1447,2025-12-23,"- 2 600,00 ₸",2600.0,Перевод,transfer,credit,Алихан К.,,user_809,Подарки
1448,2025-12-23,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_809,Красота
1449,2025-12-23,"- 2 250,00 ₸",2250.0,Покупка,purchase,credit,ИП Акниет,,user_777,Подписки
1450,2025-12-23,"+ 500,00 ₸",500.0,Пополнение,topup,credit,Санжар Ш.,,user_304,Развлечения
1451,2025-12-22,"- 2 700,00 ₸",2700.0,Покупка,purchase,credit,Bro Aport,,user_777,Спорт
1452,2025-12-22,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_471,Спорт
1453,2025-12-22,"- 1 250,00 ₸",1250.0,Покупка,purchase,credit,Рахмет минимаркет,,user_304,Транспорт
1454,2025-12-22,"- 25 000,00 ₸",25000.0,Перевод,transfer,credit,Эльдар С.,,user_304,Подписки
1455,2025-12-22,"+ 25 000,00 ₸",25000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Электроника
1456,2025-12-22,"- 1 650,00 ₸",1650.0,Перевод,transfer,credit,Дидар М.,,user_665,Рестораны
1457,2025-12-22,"- 2 500,00 ₸",2500.0,Перевод,transfer,credit,Санжар Ш.,,user_809,Коммуналка
1458,2025-12-21,"- 50,00 ₸",50.0,Покупка,purchase,credit,YANDEX.GO,,user_379,Путешествия
1459,2025-12-21,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Ахан Д.,,user_521,Инвестиции
1460,2025-12-21,"- 2 250,00 ₸",2250.0,Покупка,purchase,credit,YANDEX.GO,,user_471,Продукты
1461,2025-12-21,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Медицина
1462,2025-12-21,"- 1 740,00 ₸",1740.0,Перевод,transfer,credit,Алихан К.,,user_521,Путешествия
1463,2025-12-20,"- 120,00 ₸",120.0,Покупка,purchase,credit,Tele2,,user_560,Рестораны
